source,target,edge_betweenness,length_m,confidence,status,highway,osm_id,edge_id
2979,112432,0.033056494912639796,79.87861771033378,0.7233573688401116,OPEN,primary,1343714137,1343714137_0
74825,112432,0.03304529678739877,91.03023515516301,0.7233573688401116,OPEN,primary,1343714137,1343714137_0
9358,9362,0.03299071519682003,41.73948648104162,0.7282620840602452,OPEN,residential,36897661,36897661_0
9362,78324,0.03295934561419121,160.6518896690832,0.6489755572992213,LIKELY_OPEN,residential,410858846,410858846_0
9359,9733,0.032950372282044435,43.06164746353868,0.4325802603000548,UNCERTAIN,residential,36907572,36907572_0
14685,127061,0.03294621933493519,42.25906065065383,0.9178491137615621,OPEN,secondary,1207956704,1207956704_0
9735,29708,0.032945403577467294,14.530594787065109,0.674862081303316,LIKELY_OPEN,residential,1418247626,1418247626_0
9733,9734,0.03294154726943728,125.70335462336979,0.4325802603000548,UNCERTAIN,residential,36907572,36907572_0
6625,92278,0.03285300050428644,7.624308081900738,0.7444214312235513,OPEN,primary,1312156096,1312156096_0
21557,97453,0.032696968348610245,12.878720592618821,0.7938953173160553,OPEN,residential,1233443791,1233443791_0
6586,6587,0.03262021298685889,7.863682881154918,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
9243,9244,0.032517872504523745,50.945538183778,0.860481276210532,OPEN,secondary,36885143,36885143_0
50258,50259,0.032517279226365284,26.405378093194795,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
83,50254,0.03251023404823351,74.66468872966493,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
6577,6578,0.0325008899172377,18.38163052318717,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
1531,50257,0.032494882975883245,41.01776313547807,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
50257,50258,0.032492806502328615,28.495715526430363,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
1531,50256,0.032492287383939965,7.938372251569034,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
52,79720,0.03249087834831361,46.835200486167594,0.8209948742529924,OPEN,secondary,462585119,462585119_0
50255,50256,0.032490210910385335,11.409957722085307,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
79719,79720,0.032488801874758985,18.225877059445942,0.8209948742529924,OPEN,secondary,462585119,462585119_0
